QuSpin		
Mag#1:   Z2.0-00KW	29.04.2022	13:56:32
Time [s]	Magnetic Field [pT]	Magnetic Field (filtered) [pT]
0.000	-24.200	-24.351
0.000	-23.020	-24.147
0.000	-24.170	-24.041
0.000	-25.220	-24.094
0.000	-23.760	-23.906
0.000	-23.650	-24.722
0.000	-24.640	-24.439
0.000	-25.540	-24.491
0.000	-24.740	-24.907
0.000	-23.770	-24.788
0.000	-25.300	-25.109
0.000	-26.140	-25.099
0.000	-24.220	-24.477
0.000	-23.170	-24.284
0.000	-24.440	-24.196
0.000	-25.150	-24.054
0.000	-23.940	-24.194
0.000	-23.170	-24.250
0.000	-24.880	-24.580
0.000	-25.800	-24.680
0.000	-25.090	-25.333
0.000	-24.080	-25.159
0.000	-25.300	-25.073
0.000	-25.850	-24.805
0.000	-24.240	-24.523
0.000	-23.090	-24.189
0.000	-24.250	-24.006
0.000	-25.020	-23.942
0.000	-24.070	-24.293
0.000	-23.010	-24.075
0.000	-24.550	-24.321
0.000	-25.960	-24.826
0.000	-24.540	-24.734
0.000	-24.300	-25.386
0.000	-25.450	-25.211
0.000	-26.190	-25.127
0.000	-24.610	-24.883
0.000	-23.250	-24.380
0.000	-24.380	-24.167
0.000	-25.110	-24.010
0.000	-23.620	-23.862
0.000	-23.190	-24.267
0.000	-24.990	-24.669
0.000	-26.020	-24.886
0.000	-24.900	-25.183
0.000	-24.140	-25.245
0.000	-25.490	-25.200
0.000	-25.670	-24.622
0.000	-24.340	-24.684
0.000	-23.170	-24.249
0.000	-24.770	-24.439
0.000	-25.080	-24.023
0.000	-23.660	-24.036
0.000	-23.050	-24.098
0.000	-24.670	-24.262
0.000	-25.730	-24.636
0.000	-24.770	-25.112
0.000	-23.970	-25.029
0.000	-25.420	-25.075
0.000	-25.850	-24.813
0.000	-24.240	-24.632
0.000	-23.340	-24.411
0.000	-24.600	-24.236
0.000	-25.320	-24.264
0.000	-23.920	-24.286
0.000	-23.440	-24.475
0.000	-25.220	-24.800
0.000	-25.850	-24.789
0.000	-24.560	-24.973
0.000	-23.880	-24.927
0.000	-25.290	-24.877
0.000	-25.650	-24.632
0.000	-23.620	-24.112
0.000	-22.870	-23.947
0.000	-24.240	-23.766
0.000	-24.760	-23.704
0.000	-23.150	-23.646
0.000	-22.920	-23.952
0.000	-24.770	-24.210
0.000	-25.420	-24.354
0.000	-24.390	-24.903
0.000	-23.690	-24.723
0.000	-25.000	-24.513
0.000	-25.450	-24.446
0.000	-23.570	-24.103
0.000	-22.630	-23.699
0.000	-24.180	-23.675
0.000	-24.730	-23.663
0.000	-23.230	-23.737
0.000	-22.980	-24.015
0.000	-24.690	-24.139
0.000	-25.600	-24.520
0.000	-24.270	-24.773
0.000	-23.910	-24.952
0.000	-25.030	-24.543
0.000	-25.470	-24.474
0.000	-23.460	-24.001
0.000	-22.660	-23.721
0.000	-24.100	-23.589
0.000	-24.520	-23.480
0.000	-23.050	-23.567
0.000	-23.010	-24.000
0.000	-24.930	-24.336
0.000	-25.520	-24.489
0.000	-24.190	-24.756
0.000	-23.860	-24.855
0.000	-25.100	-24.546
0.000	-25.020	-24.099
0.000	-23.050	-23.689
0.000	-22.620	-23.579
0.000	-24.170	-23.532
0.000	-24.750	-23.778
0.000	-23.060	-23.694
0.000	-23.140	-24.079
0.000	-24.970	-24.272
0.000	-25.170	-24.224
0.000	-24.160	-24.822
0.000	-23.460	-24.385
0.000	-25.150	-24.507
0.000	-24.940	-24.053
0.000	-23.200	-23.907
0.000	-22.490	-23.426
0.000	-24.020	-23.352
0.000	-24.470	-23.529
0.000	-23.240	-23.868
0.000	-23.160	-24.049
0.000	-25.050	-24.371
0.000	-25.610	-24.671
0.000	-23.780	-24.459
0.000	-23.750	-24.684
0.000	-25.270	-24.573
0.000	-25.300	-24.395
0.000	-23.570	-24.301
0.000	-22.910	-23.859
0.000	-24.350	-23.667
0.000	-24.760	-23.816
0.000	-23.650	-24.281
0.000	-23.100	-24.023
0.000	-24.670	-24.059
0.000	-25.480	-24.514
0.000	-23.690	-24.280
0.000	-23.570	-24.535
0.000	-25.340	-24.713
0.000	-25.000	-24.077
0.000	-23.170	-23.875
0.000	-22.840	-23.787
0.000	-24.090	-23.420
0.000	-24.260	-23.354
0.000	-23.170	-23.808
0.000	-23.250	-24.084
0.000	-24.960	-24.278
0.000	-25.270	-24.415
0.000	-23.820	-24.487
0.000	-23.620	-24.463
0.000	-25.140	-24.472
0.000	-25.150	-24.327
0.000	-23.080	-23.812
0.000	-22.870	-23.739
0.000	-24.590	-23.847
0.000	-24.520	-23.662
0.000	-22.760	-23.540
0.000	-23.260	-24.075
0.000	-24.780	-23.952
0.000	-25.240	-24.403
0.000	-23.740	-24.528
0.000	-23.220	-24.082
0.000	-25.200	-24.413
0.000	-25.000	-24.136
0.000	-23.050	-23.893
0.000	-22.820	-23.720
0.000	-24.410	-23.583
0.000	-24.120	-23.262
0.000	-22.900	-23.724
0.000	-22.670	-23.503
0.000	-24.540	-23.709
0.000	-24.800	-23.932
0.000	-23.630	-24.405
0.000	-23.200	-24.056
0.000	-24.880	-24.128
0.000	-24.940	-24.084
0.000	-22.790	-23.593
0.000	-22.780	-23.672
0.000	-23.970	-23.198
0.000	-24.310	-23.438
0.000	-22.640	-23.395
0.000	-22.620	-23.487
0.000	-24.840	-24.026
0.000	-25.060	-24.134
0.000	-23.440	-24.240
0.000	-23.240	-24.167
0.000	-24.700	-23.925
0.000	-24.720	-23.821
0.000	-22.470	-23.304
0.000	-22.560	-23.491
0.000	-24.290	-23.438
0.000	-24.290	-23.367
0.000	-23.000	-23.824
0.000	-23.070	-23.942
0.000	-25.270	-24.389
0.000	-25.400	-24.480
0.000	-23.640	-24.517
0.000	-23.770	-24.675
0.000	-25.350	-24.469
0.000	-24.620	-23.796
0.000	-23.070	-24.001
0.000	-23.290	-24.082
0.000	-24.250	-23.367
0.000	-24.260	-23.528
0.000	-23.020	-23.863
0.000	-23.070	-23.767
0.000	-24.870	-24.011
0.000	-25.170	-24.426
0.000	-23.870	-24.671
0.000	-24.050	-24.754
0.000	-25.400	-24.607
0.000	-24.820	-24.181
0.000	-23.190	-24.034
0.000	-23.380	-24.018
0.000	-24.600	-23.778
0.000	-24.840	-24.201
0.000	-23.350	-24.139
0.000	-23.240	-23.894
0.000	-24.750	-23.979
0.000	-24.800	-24.135
0.000	-23.540	-24.279
0.000	-23.680	-24.319
0.000	-25.040	-24.305
0.000	-25.000	-24.368
0.000	-23.230	-23.988
0.000	-23.140	-23.814
0.000	-24.540	-23.803
0.000	-24.120	-23.483
0.000	-22.920	-23.665
0.000	-23.320	-23.909
0.000	-25.100	-24.300
0.000	-24.900	-24.288
0.000	-23.570	-24.365
0.000	-23.540	-24.155
0.000	-24.840	-24.072
0.000	-24.710	-24.107
0.000	-22.570	-23.398
0.000	-22.710	-23.373
0.000	-24.340	-23.499
0.000	-24.280	-23.599
0.000	-22.900	-23.724
0.000	-23.000	-23.673
0.000	-24.690	-23.851
0.000	-24.670	-23.970
0.000	-23.320	-24.136
0.000	-23.520	-24.199
0.000	-24.640	-23.850
0.000	-24.480	-23.835
0.000	-22.820	-23.630
0.000	-22.560	-23.255
0.000	-24.700	-23.868
0.000	-24.160	-23.446
0.000	-22.560	-23.435
0.000	-23.040	-23.730
0.000	-24.740	-23.823
0.000	-24.480	-23.785
0.000	-23.200	-24.100
0.000	-23.640	-24.289
0.000	-24.990	-24.084
0.000	-24.400	-23.800
0.000	-22.680	-23.634
0.000	-22.790	-23.418
0.000	-24.450	-23.498
0.000	-23.890	-23.279
0.000	-22.800	-23.739
0.000	-23.010	-23.587
0.000	-25.050	-24.073
0.000	-24.900	-24.267
0.000	-23.170	-24.150
0.000	-23.890	-24.499
0.000	-24.670	-23.721
0.000	-24.500	-23.947
0.000	-22.620	-23.588
0.000	-22.590	-23.204
0.000	-24.350	-23.393
0.000	-23.870	-23.254
0.000	-22.450	-23.410
0.000	-23.290	-23.848
0.000	-25.000	-23.981
0.000	-24.740	-24.160
0.000	-23.210	-24.217
0.000	-23.420	-24.010
0.000	-24.730	-23.758
0.000	-24.150	-23.602
0.000	-22.360	-23.372
0.000	-22.600	-23.181
0.000	-24.300	-23.288
0.000	-23.830	-23.246
0.000	-22.450	-23.453
0.000	-23.150	-23.690
0.000	-24.810	-23.772
0.000	-24.690	-24.117
0.000	-23.460	-24.444
0.000	-23.640	-24.202
0.000	-25.070	-24.114
0.000	-24.400	-23.872
0.000	-22.680	-23.676
0.000	-22.830	-23.396
0.000	-24.610	-23.616
0.000	-23.950	-23.387
0.000	-22.390	-23.407
0.000	-23.190	-23.720
0.000	-25.030	-23.957
0.000	-24.790	-24.219
0.000	-23.380	-24.419
0.000	-23.520	-24.101
0.000	-25.200	-24.178
0.000	-24.440	-23.880
0.000	-22.770	-23.828
0.000	-23.160	-23.732
0.000	-24.790	-23.735
0.000	-24.090	-23.537
0.000	-22.600	-23.667
0.000	-23.490	-23.998
0.000	-25.370	-24.243
0.000	-24.670	-24.154
0.000	-23.080	-24.219
0.000	-23.640	-24.152
0.000	-25.090	-23.964
0.000	-24.230	-23.759
0.000	-22.340	-23.517
0.000	-23.190	-23.662
0.000	-24.520	-23.347
0.000	-23.520	-23.107
0.000	-22.450	-23.610
0.000	-23.340	-23.688
0.000	-25.300	-24.087
0.000	-24.790	-24.393
0.000	-23.180	-24.379
0.000	-23.610	-24.030
0.000	-24.970	-23.814
0.000	-24.090	-23.707
0.000	-22.740	-23.895
0.000	-23.440	-23.804
0.000	-24.590	-23.470
0.000	-24.200	-23.844
0.000	-22.990	-24.058
0.000	-23.870	-24.184
50.005	-25.170	-24.101
50.010	-24.440	-24.143
50.015	-23.350	-24.390
50.020	-24.040	-24.308
50.025	-25.150	-24.138
50.030	-24.170	-23.950
50.035	-22.820	-23.851
50.040	-23.270	-23.513
50.045	-24.600	-23.597
50.050	-24.070	-23.814
50.055	-22.720	-23.707
50.060	-23.640	-23.878
50.065	-24.970	-23.967
50.070	-24.510	-24.250
50.075	-23.070	-24.060
50.080	-23.710	-23.986
50.085	-24.930	-23.956
50.090	-23.700	-23.479
50.095	-22.300	-23.326
50.100	-22.990	-23.223
50.105	-24.740	-23.683
50.110	-24.000	-23.729
50.115	-22.730	-23.779
50.120	-23.770	-24.010
50.125	-25.090	-24.018
50.130	-24.500	-24.246
50.135	-23.050	-24.115
50.140	-24.050	-24.294
50.145	-25.250	-24.178
50.150	-24.030	-23.835
50.155	-22.590	-23.708
50.160	-23.400	-23.606
50.165	-24.610	-23.506
50.170	-23.690	-23.501
50.175	-22.790	-23.865
50.180	-24.070	-24.186
50.185	-25.550	-24.422
50.190	-24.680	-24.545
50.195	-22.940	-24.103
50.200	-24.150	-24.297
50.205	-24.950	-23.806
50.210	-24.240	-24.119
50.215	-22.720	-23.864
50.220	-23.140	-23.324
50.225	-24.840	-23.706
50.230	-23.920	-23.705
50.235	-23.000	-24.102
50.240	-23.690	-23.887
50.245	-25.270	-24.162
50.250	-24.430	-24.207
50.255	-23.040	-24.151
50.260	-24.280	-24.478
50.265	-25.230	-24.121
50.270	-24.280	-24.118
50.275	-22.900	-24.020
50.280	-23.790	-23.961
50.285	-25.020	-23.909
50.290	-23.670	-23.542
50.295	-22.400	-23.546
50.300	-23.640	-23.742
50.305	-25.120	-23.934
50.310	-24.340	-24.204
50.315	-23.510	-24.638
50.320	-24.090	-24.219
50.325	-25.080	-24.009
50.330	-24.170	-24.061
50.335	-22.840	-23.916
50.340	-23.370	-23.522
50.345	-24.910	-23.843
50.350	-23.950	-23.777
50.355	-22.850	-23.907
50.360	-23.880	-24.029
50.365	-25.420	-24.327
50.370	-24.320	-24.161
50.375	-23.220	-24.313
50.380	-24.150	-24.295
50.385	-25.370	-24.280
50.390	-23.970	-23.867
50.395	-22.750	-23.877
50.400	-23.190	-23.336
50.405	-24.770	-23.661
50.410	-23.480	-23.335
50.415	-22.350	-23.477
50.420	-24.150	-24.211
50.425	-25.170	-23.993
50.430	-24.190	-24.144
50.435	-23.340	-24.478
50.440	-24.190	-24.220
50.445	-25.150	-24.049
50.450	-23.990	-23.991
50.455	-22.400	-23.547
50.460	-23.600	-23.622
50.465	-24.610	-23.467
50.470	-23.210	-23.233
50.475	-22.320	-23.465
50.480	-23.800	-23.720
50.485	-24.750	-23.591
50.490	-23.760	-23.844
50.495	-22.780	-23.913
50.500	-23.640	-23.567
50.505	-24.700	-23.596
50.510	-23.500	-23.584
50.515	-22.040	-23.181
50.520	-22.850	-22.824
50.525	-23.950	-22.839
50.530	-23.400	-23.380
50.535	-22.060	-23.142
50.540	-23.010	-23.058
50.545	-24.920	-23.782
50.550	-23.930	-23.811
50.555	-22.870	-23.990
50.560	-24.050	-24.144
50.565	-24.700	-23.615
50.570	-23.500	-23.465
50.575	-22.160	-23.274
50.580	-23.420	-23.455
50.585	-24.200	-23.102
50.590	-23.100	-23.100
50.595	-22.170	-23.252
50.600	-23.390	-23.362
50.605	-24.720	-23.608
50.610	-23.380	-23.410
50.615	-22.550	-23.658
50.620	-23.750	-23.688
50.625	-24.700	-23.598
50.630	-23.790	-23.845
50.635	-22.490	-23.592
50.640	-23.500	-23.473
50.645	-24.280	-23.214
50.650	-23.130	-23.188
50.655	-22.560	-23.587
50.660	-23.490	-23.406
50.665	-25.150	-24.083
50.670	-23.600	-23.667
50.675	-22.460	-23.571
50.680	-24.090	-23.987
50.685	-24.650	-23.540
50.690	-23.230	-23.396
50.695	-21.900	-23.056
50.700	-23.200	-23.053
50.705	-24.330	-23.160
50.710	-22.840	-23.002
50.715	-21.800	-22.991
50.720	-23.040	-22.879
50.725	-24.340	-23.129
50.730	-23.320	-23.439
50.735	-22.550	-23.715
50.740	-23.820	-23.674
50.745	-24.540	-23.401
50.750	-23.120	-23.307
50.755	-21.970	-23.135
50.760	-23.100	-22.937
50.765	-24.270	-23.105
50.770	-22.610	-22.793
50.775	-21.820	-22.998
50.780	-23.270	-23.054
50.785	-24.380	-23.182
50.790	-23.530	-23.696
50.795	-22.830	-23.961
50.800	-23.800	-23.634
50.805	-24.440	-23.365
50.810	-23.120	-23.320
50.815	-21.730	-22.847
50.820	-23.020	-22.856
50.825	-23.960	-22.845
50.830	-22.300	-22.500
50.835	-21.400	-22.542
50.840	-23.070	-22.832
50.845	-24.280	-23.087
50.850	-23.190	-23.385
50.855	-22.330	-23.491
50.860	-23.490	-23.298
50.865	-24.130	-23.012
50.870	-22.710	-22.939
50.875	-21.430	-22.586
50.880	-22.910	-22.697
50.885	-23.460	-22.327
50.890	-22.220	-22.460
50.895	-21.450	-22.561
50.900	-23.090	-22.811
50.905	-23.720	-22.607
50.910	-22.670	-22.946
50.915	-22.020	-23.086
50.920	-23.040	-22.772
50.925	-23.800	-22.769
50.930	-22.090	-22.400
50.935	-21.600	-22.635
50.940	-22.470	-22.171
50.945	-23.170	-22.184
50.950	-22.170	-22.451
50.955	-21.230	-22.203
50.960	-22.700	-22.416
50.965	-23.620	-22.619
50.970	-22.610	-22.858
50.975	-21.900	-22.870
50.980	-23.290	-23.024
50.985	-24.300	-23.300
50.990	-22.470	-22.764
50.995	-21.050	-22.150
51.000	-22.530	-22.276
51.005	-23.280	-22.175
51.010	-22.170	-22.413
51.015	-21.640	-22.700
51.020	-23.150	-22.865
51.025	-23.530	-22.491
51.030	-22.370	-22.677
51.035	-22.030	-23.017
51.040	-23.080	-22.760
51.045	-23.920	-22.946
51.050	-22.160	-22.510
51.055	-21.360	-22.379
51.060	-22.640	-22.301
51.065	-23.300	-22.292
51.070	-22.330	-22.644
51.075	-21.570	-22.550
51.080	-23.220	-22.880
51.085	-24.200	-23.168
51.090	-22.540	-22.885
51.095	-22.000	-23.042
51.100	-23.300	-22.944
51.105	-23.700	-22.690
51.110	-22.030	-22.439
51.115	-21.100	-22.157
51.120	-22.790	-22.376
51.125	-23.300	-22.235
51.130	-21.830	-22.264
51.135	-21.490	-22.530
51.140	-23.180	-22.695
51.145	-23.610	-22.567
51.150	-22.420	-22.900
51.155	-22.070	-23.067
51.160	-23.440	-22.944
51.165	-23.820	-22.847
51.170	-21.870	-22.427
51.175	-21.500	-22.499
51.180	-22.850	-22.289
51.185	-23.530	-22.531
51.190	-21.880	-22.443
51.195	-21.560	-22.555
51.200	-23.420	-22.809
51.205	-24.090	-23.052
51.210	-22.640	-23.230
51.215	-22.040	-23.077
51.220	-23.480	-22.906
51.225	-23.580	-22.588
51.230	-21.940	-22.558
51.235	-21.040	-22.077
51.240	-22.750	-22.155
51.245	-23.150	-22.109
51.250	-21.770	-22.357
51.255	-21.400	-22.414
51.260	-23.500	-22.857
51.265	-23.940	-22.883
51.270	-22.650	-23.268
51.275	-21.800	-22.861
51.280	-23.200	-22.631
51.285	-23.910	-22.847
51.290	-21.940	-22.524
51.295	-21.400	-22.498
51.300	-22.890	-22.319
51.305	-23.490	-22.396
51.310	-21.840	-22.407
51.315	-21.650	-22.719
51.320	-23.180	-22.592
51.325	-23.620	-22.564
51.330	-22.440	-22.996
51.335	-21.950	-22.970
51.340	-23.600	-23.038
51.345	-23.080	-22.140
51.350	-22.010	-22.614
51.355	-21.500	-22.407
51.360	-22.950	-22.364
51.365	-23.070	-22.194
51.370	-21.570	-22.177
51.375	-21.360	-22.221
51.380	-22.920	-22.297
51.385	-23.370	-22.497
51.390	-22.480	-23.040
51.395	-21.960	-22.795
51.400	-23.690	-23.122
51.405	-23.100	-22.322
51.410	-21.840	-22.470
51.415	-21.130	-21.928
51.420	-22.600	-22.007
51.425	-23.120	-22.301
51.430	-21.800	-22.362
51.435	-21.290	-22.115
51.440	-23.300	-22.706
51.445	-23.810	-22.919
51.450	-22.190	-22.779
51.455	-21.620	-22.543
51.460	-23.170	-22.596
51.465	-23.410	-22.492
51.470	-21.670	-22.274
51.475	-21.200	-22.150
51.480	-22.930	-22.319
51.485	-23.350	-22.377
51.490	-21.740	-22.351
51.495	-21.490	-22.460
51.500	-23.350	-22.703
51.505	-23.960	-22.942
51.510	-22.490	-23.105
51.515	-21.890	-22.918
51.520	-23.450	-22.855
51.525	-23.460	-22.467
51.530	-21.690	-22.334
51.535	-21.250	-22.266
51.540	-22.960	-22.314
51.545	-23.250	-22.232
51.550	-21.850	-22.485
51.555	-21.400	-22.407
51.560	-23.190	-22.546
51.565	-23.600	-22.573
51.570	-22.450	-23.051
51.575	-21.920	-22.920
51.580	-23.620	-23.022
51.585	-23.470	-22.506
51.590	-22.020	-22.652
51.595	-21.530	-22.494
51.600	-22.970	-22.363
51.605	-23.280	-22.332
51.610	-21.820	-22.422
51.615	-21.540	-22.473
51.620	-23.520	-22.876
51.625	-23.900	-22.928
51.630	-22.270	-22.913
51.635	-21.530	-22.539
51.640	-23.320	-22.694
51.645	-23.810	-22.776
51.650	-22.030	-22.660
51.655	-21.380	-22.450
51.660	-23.120	-22.503
51.665	-23.280	-22.223
51.670	-21.610	-22.251
51.675	-22.070	-23.056
51.680	-23.400	-22.714
51.685	-23.700	-22.744
51.690	-22.350	-23.014
51.695	-22.320	-23.229
51.700	-23.610	-22.949
51.705	-23.780	-22.908
51.710	-21.800	-22.506
51.715	-21.620	-22.519
51.720	-23.270	-22.554
51.725	-23.120	-22.252
51.730	-21.400	-22.160
51.735	-21.790	-22.616
51.740	-23.340	-22.535
51.745	-23.720	-22.881
51.750	-22.050	-22.839
51.755	-21.710	-22.569
51.760	-23.590	-22.794
51.765	-23.100	-22.275
51.770	-21.130	-22.009
51.775	-21.050	-21.901
51.780	-22.590	-21.721
51.785	-23.170	-22.289
51.790	-21.580	-22.400
51.795	-21.390	-22.270
51.800	-23.650	-22.786
51.805	-23.700	-22.776
51.810	-22.160	-23.015
51.815	-22.250	-23.142
51.820	-23.520	-22.686
51.825	-23.390	-22.555
51.830	-21.900	-22.737
51.835	-21.790	-22.614
51.840	-22.850	-22.068
51.845	-23.240	-22.439
51.850	-21.400	-22.174
51.855	-21.610	-22.406
51.860	-23.570	-22.743
51.865	-23.380	-22.576
51.870	-21.760	-22.605
51.875	-22.420	-23.163
51.880	-23.500	-22.644
51.885	-23.280	-22.601
51.890	-21.500	-22.386
51.895	-21.480	-22.183
51.900	-23.100	-22.220
51.905	-22.610	-21.942
51.910	-21.310	-22.199
51.915	-21.620	-22.246
51.920	-23.490	-22.560
51.925	-23.660	-22.983
51.930	-21.780	-22.707
51.935	-22.130	-22.812
51.940	-23.490	-22.567
51.945	-23.360	-22.698
51.950	-21.740	-22.663
51.955	-21.250	-21.970
51.960	-23.200	-22.303
51.965	-23.150	-22.395
51.970	-21.600	-22.485
51.975	-21.590	-22.348
51.980	-23.710	-22.794
51.985	-24.050	-23.213
51.990	-22.600	-23.460
51.995	-22.760	-23.570
52.000	-23.990	-23.158
52.005	-23.890	-23.119
52.010	-21.650	-22.538
52.015	-21.520	-22.361
52.020	-23.140	-22.274
52.025	-23.470	-22.601
52.030	-21.610	-22.460
52.035	-21.970	-22.826
52.040	-24.030	-23.120
52.045	-23.730	-22.865
52.050	-22.250	-23.161
52.055	-22.570	-23.392
52.060	-23.670	-22.789
52.065	-23.620	-22.847
52.070	-21.780	-22.673
52.075	-22.010	-22.787
52.080	-23.390	-22.510
52.085	-23.150	-22.410
52.090	-22.090	-22.932
52.095	-22.340	-23.018
52.100	-24.070	-23.205
52.105	-23.900	-23.213
52.110	-22.090	-22.976
52.115	-22.200	-22.907
52.120	-24.000	-23.101
52.125	-23.290	-22.616
52.130	-21.350	-22.324
52.135	-21.640	-22.332
52.140	-23.170	-22.199
52.145	-23.000	-22.315
52.150	-21.470	-22.427
52.155	-21.850	-22.511
52.160	-23.890	-22.884
52.165	-24.250	-23.505
52.170	-22.550	-23.507
52.175	-22.750	-23.497
52.180	-23.820	-22.913
52.185	-23.290	-22.624
52.190	-21.600	-22.541
52.195	-21.770	-22.446
52.200	-23.220	-22.299
52.205	-23.010	-22.348
52.210	-21.990	-22.860
52.215	-22.170	-22.785
52.220	-24.120	-23.220
52.225	-23.840	-23.196
52.230	-22.440	-23.329
52.235	-22.590	-23.225
52.240	-24.160	-23.277
52.245	-23.450	-22.855
52.250	-21.880	-22.805
52.255	-22.130	-22.727
52.260	-23.360	-22.465
52.265	-23.010	-22.447
52.270	-21.570	-22.464
52.275	-22.380	-22.891
52.280	-24.010	-23.061
52.285	-23.800	-23.268
52.290	-21.750	-22.733
52.295	-22.520	-23.061
52.300	-24.150	-23.124
52.305	-23.300	-22.794
52.310	-21.870	-22.924
52.315	-22.040	-22.557
52.320	-23.300	-22.294
52.325	-22.930	-22.434
52.330	-21.620	-22.604
52.335	-22.000	-22.481
52.340	-23.750	-22.749
52.345	-23.330	-22.828
52.350	-21.850	-22.847
52.355	-22.390	-22.879
52.360	-23.790	-22.794
52.365	-23.420	-22.934
52.370	-21.490	-22.515
52.375	-22.070	-22.581
52.380	-23.410	-22.390
52.385	-23.360	-22.831
52.390	-21.550	-22.559
52.395	-22.230	-22.762
52.400	-23.940	-22.896
52.405	-23.540	-22.990
52.410	-22.270	-23.284
52.415	-22.640	-23.172
52.420	-23.680	-22.716
52.425	-23.630	-23.106
52.430	-21.400	-22.393
52.435	-22.420	-22.955
52.440	-23.680	-22.661
52.445	-22.640	-22.179
52.450	-21.590	-22.616
52.455	-22.340	-22.741
52.460	-23.890	-22.839
52.465	-23.920	-23.464
52.470	-22.540	-23.532
52.475	-23.170	-23.606
52.480	-24.240	-23.272
52.485	-23.240	-22.879
52.490	-21.740	-22.754
52.495	-22.350	-22.713
52.500	-23.790	-22.773
52.505	-23.290	-22.920
52.510	-21.780	-22.797
52.515	-22.890	-23.221
52.520	-24.320	-23.258
52.525	-23.620	-23.295
52.530	-22.580	-23.614
52.535	-22.430	-22.790
52.540	-24.490	-23.467
52.545	-23.460	-23.081
52.550	-21.740	-22.825
52.555	-22.110	-22.533
52.560	-23.840	-22.755
52.565	-22.950	-22.529
52.570	-21.950	-23.017
52.575	-22.750	-23.115
52.580	-24.200	-23.120
52.585	-23.990	-23.587
52.590	-22.400	-23.454
52.595	-23.080	-23.489
52.600	-24.070	-23.051
52.605	-22.910	-22.587
52.610	-21.590	-22.646
52.615	-21.990	-22.328
52.620	-23.500	-22.459
52.625	-22.700	-22.365
52.630	-21.290	-22.342
52.635	-22.270	-22.578
52.640	-24.210	-23.087
52.645	-23.660	-23.294
52.650	-22.320	-23.420
52.655	-22.740	-23.120
52.660	-24.020	-22.958
52.665	-23.140	-22.792
52.670	-21.300	-22.414
52.675	-22.100	-22.474
52.680	-23.340	-22.237
52.685	-22.800	-22.432
52.690	-20.970	-22.091
52.695	-22.460	-22.793
52.700	-24.190	-22.981
52.705	-23.400	-23.048
52.710	-22.040	-23.237
52.715	-22.610	-22.967
52.720	-23.630	-22.491
52.725	-22.570	-22.279
52.730	-21.560	-22.685
52.735	-21.570	-21.890
52.740	-23.200	-22.124
52.745	-22.490	-22.150
52.750	-21.540	-22.573
52.755	-22.640	-22.907
52.760	-23.700	-22.664
52.765	-23.450	-23.167
52.770	-21.970	-22.973
52.775	-22.480	-22.792
52.780	-23.800	-22.818
52.785	-22.750	-22.471
52.790	-21.000	-22.046
52.795	-21.820	-22.125
52.800	-23.120	-22.074
52.805	-22.590	-22.274
52.810	-21.460	-22.468
52.815	-22.200	-22.494
52.820	-24.120	-23.062
52.825	-23.150	-22.829
52.830	-21.880	-22.949
52.835	-22.420	-22.748
52.840	-23.880	-22.822
52.845	-22.760	-22.459
52.850	-21.250	-22.351
52.855	-21.820	-22.147
52.860	-22.660	-21.623
52.865	-22.730	-22.381
52.870	-21.240	-22.220
52.875	-22.590	-22.893
52.880	-24.100	-23.050
52.885	-23.240	-22.935
52.890	-21.770	-22.839
52.895	-22.620	-22.924
52.900	-23.850	-22.785
52.905	-22.720	-22.461
52.910	-21.010	-22.136
52.915	-22.060	-22.326
52.920	-23.200	-22.073
52.925	-22.510	-22.255
52.930	-21.230	-22.337
52.935	-22.950	-23.120
52.940	-24.110	-22.943
52.945	-22.830	-22.710
52.950	-21.890	-23.055
52.955	-22.620	-22.723
52.960	-24.000	-22.847
52.965	-22.970	-22.868
52.970	-20.950	-22.171
52.975	-22.150	-22.291
52.980	-23.580	-22.333
52.985	-22.420	-22.289
52.990	-21.330	-22.568
52.995	-22.670	-22.749
53.000	-24.240	-22.956
53.005	-23.150	-23.056
53.010	-21.890	-23.168
53.015	-22.870	-22.962
53.020	-24.230	-22.960
53.025	-22.830	-22.766
53.030	-21.130	-22.457
53.035	-22.280	-22.369
53.040	-23.090	-21.809
53.045	-22.500	-22.415
53.050	-21.430	-22.643
53.055	-22.560	-22.618
53.060	-24.140	-22.901
53.065	-22.990	-22.914
53.070	-21.750	-22.986
53.075	-22.950	-23.010
53.080	-23.810	-22.606
53.085	-22.690	-22.670
53.090	-21.240	-22.459
53.095	-22.050	-22.111
53.100	-23.220	-22.038
53.105	-22.370	-22.298
53.110	-21.110	-22.269
53.115	-22.270	-22.334
53.120	-23.650	-22.475
53.125	-22.600	-22.524
53.130	-21.650	-22.794
53.135	-22.560	-22.624
53.140	-23.490	-22.388
53.145	-22.130	-22.118
53.150	-20.770	-21.909
53.155	-21.750	-21.785
53.160	-23.240	-22.088
53.165	-22.220	-22.157
53.170	-21.250	-22.373
53.175	-22.490	-22.517
53.180	-23.700	-22.563
53.185	-22.510	-22.491
53.190	-21.190	-22.344
53.195	-22.650	-22.648
53.200	-23.380	-22.237
53.205	-22.170	-22.219
53.210	-20.870	-22.030
53.215	-21.720	-21.708
53.220	-22.960	-21.820
53.225	-22.040	-22.029
53.230	-21.000	-22.111
53.235	-22.220	-22.210
53.240	-23.450	-22.323
53.245	-22.440	-22.434
53.250	-21.420	-22.525
53.255	-22.610	-22.597
53.260	-23.570	-22.474
