QuSpin		
Mag#1:   Z2.0-00KW	29.04.2022	13:56:32
Time [s]	Magnetic Field [pT]	Magnetic Field (filtered) [pT]
0.000	-22.200	-20.972
0.000	-20.660	-20.964
0.000	-19.720	-20.958
0.000	-21.620	-21.284
0.000	-22.470	-21.202
0.000	-20.760	-21.117
0.000	-19.830	-21.116
0.000	-20.910	-20.595
0.000	-21.610	-20.381
0.000	-20.240	-20.560
0.000	-19.810	-20.987
0.000	-21.450	-21.079
0.000	-22.270	-21.084
0.000	-20.670	-21.050
0.000	-19.780	-20.977
0.000	-21.640	-21.236
0.000	-21.930	-20.752
0.000	-20.540	-20.977
0.000	-20.020	-21.160
0.000	-21.660	-21.193
0.000	-22.000	-20.889
0.000	-20.750	-21.226
0.000	-19.820	-20.922
0.000	-21.350	-20.893
0.000	-22.240	-21.125
0.000	-20.780	-21.216
0.000	-20.050	-21.158
0.000	-21.750	-21.299
0.000	-22.220	-21.120
0.000	-20.630	-21.106
0.000	-20.080	-21.171
0.000	-21.470	-20.995
0.000	-22.190	-21.110
0.000	-20.380	-20.874
0.000	-19.980	-21.059
0.000	-21.620	-21.097
0.000	-21.950	-20.892
0.000	-20.650	-21.177
0.000	-19.990	-21.029
0.000	-21.390	-20.881
0.000	-22.130	-21.093
0.000	-20.700	-21.188
0.000	-20.150	-21.173
0.000	-21.400	-20.930
0.000	-22.120	-21.111
0.000	-20.270	-20.759
0.000	-20.150	-21.147
0.000	-21.610	-21.086
0.000	-22.160	-21.169
0.000	-20.670	-21.191
0.000	-20.050	-21.044
0.000	-21.730	-21.201
0.000	-22.120	-21.126
0.000	-20.550	-21.095
0.000	-20.190	-21.173
0.000	-21.830	-21.262
0.000	-21.860	-20.909
0.000	-20.250	-20.863
0.000	-20.040	-20.976
0.000	-21.720	-21.075
0.000	-22.110	-21.166
0.000	-20.490	-21.142
0.000	-20.350	-21.276
0.000	-21.470	-20.834
0.000	-22.380	-21.448
0.000	-20.440	-21.065
0.000	-19.970	-20.942
0.000	-21.580	-20.956
0.000	-21.790	-20.832
0.000	-20.670	-21.272
0.000	-20.260	-21.181
0.000	-21.650	-21.062
0.000	-21.970	-21.067
0.000	-20.860	-21.418
0.000	-20.460	-21.330
0.000	-22.080	-21.512
0.000	-22.440	-21.559
0.000	-20.450	-21.061
0.000	-20.330	-21.233
0.000	-21.880	-21.246
0.000	-22.370	-21.453
0.000	-20.600	-21.241
0.000	-20.020	-20.977
0.000	-21.920	-21.270
0.000	-22.620	-21.605
0.000	-21.150	-21.761
0.000	-20.340	-21.381
0.000	-22.190	-21.592
0.000	-22.410	-21.365
0.000	-20.930	-21.535
0.000	-20.610	-21.636
0.000	-21.920	-21.332
0.000	-22.320	-21.319
0.000	-20.580	-21.183
0.000	-20.200	-21.212
0.000	-21.790	-21.185
0.000	-22.300	-21.279
0.000	-20.690	-21.287
0.000	-20.550	-21.549
0.000	-22.040	-21.429
0.000	-22.500	-21.505
0.000	-20.830	-21.442
0.000	-20.510	-21.506
0.000	-22.010	-21.400
0.000	-21.920	-20.973
0.000	-20.490	-21.127
0.000	-20.000	-20.945
0.000	-22.100	-21.431
0.000	-22.390	-21.405
0.000	-20.600	-21.288
0.000	-20.500	-21.478
0.000	-22.360	-21.633
0.000	-22.340	-21.372
0.000	-20.800	-21.545
0.000	-20.520	-21.477
0.000	-21.970	-21.242
0.000	-22.210	-21.274
0.000	-20.170	-20.935
0.000	-20.500	-21.418
0.000	-21.910	-21.118
0.000	-22.000	-21.115
0.000	-20.720	-21.490
0.000	-20.570	-21.420
0.000	-22.000	-21.244
0.000	-22.400	-21.548
0.000	-20.550	-21.308
0.000	-20.700	-21.544
0.000	-21.910	-21.159
0.000	-21.640	-20.868
0.000	-20.190	-20.964
0.000	-20.200	-20.950
0.000	-22.080	-21.270
0.000	-22.090	-21.320
0.000	-20.670	-21.471
0.000	-20.360	-21.135
0.000	-22.090	-21.297
0.000	-22.140	-21.355
0.000	-20.470	-21.272
0.000	-20.630	-21.402
0.000	-21.810	-21.025
0.000	-21.790	-21.058
0.000	-19.890	-20.710
0.000	-20.370	-21.087
0.000	-21.920	-21.061
0.000	-22.340	-21.588
0.000	-20.990	-21.792
0.000	-21.290	-21.996
0.000	-22.600	-21.794
0.000	-22.270	-21.611
0.000	-20.660	-21.498
0.000	-20.670	-21.340
0.000	-22.180	-21.349
0.000	-21.920	-21.269
0.000	-20.470	-21.310
0.000	-20.850	-21.470
0.000	-22.350	-21.488
0.000	-22.200	-21.584
0.000	-20.640	-21.508
0.000	-21.060	-21.656
0.000	-22.410	-21.533
0.000	-21.990	-21.429
0.000	-20.280	-21.196
0.000	-20.390	-20.977
0.000	-22.300	-21.359
0.000	-22.340	-21.698
0.000	-20.550	-21.490
0.000	-20.790	-21.449
0.000	-22.820	-21.838
0.000	-22.350	-21.675
0.000	-20.440	-21.470
0.000	-21.420	-22.057
0.000	-22.640	-21.584
0.000	-22.380	-21.775
0.000	-20.970	-22.004
0.000	-21.090	-21.695
0.000	-22.600	-21.591
0.000	-22.160	-21.574
0.000	-20.450	-21.479
0.000	-20.590	-21.202
0.000	-22.450	-21.415
0.000	-22.260	-21.615
0.000	-20.660	-21.680
0.000	-21.120	-21.751
0.000	-23.090	-22.029
0.000	-22.630	-21.981
0.000	-20.770	-21.858
0.000	-21.350	-21.996
0.000	-22.810	-21.722
0.000	-22.100	-21.501
0.000	-20.330	-21.455
0.000	-20.840	-21.439
0.000	-22.720	-21.571
0.000	-22.340	-21.720
0.000	-21.050	-22.159
0.000	-21.050	-21.672
0.000	-22.840	-21.759
0.000	-22.540	-21.899
0.000	-21.070	-22.124
0.000	-21.100	-21.754
0.000	-22.570	-21.564
0.000	-22.230	-21.591
0.000	-20.790	-21.776
0.000	-21.040	-21.671
0.000	-22.640	-21.667
0.000	-22.270	-21.643
0.000	-20.880	-21.834
0.000	-21.250	-21.856
0.000	-22.980	-22.013
0.000	-22.510	-21.903
0.000	-20.790	-21.776
0.000	-21.120	-21.740
0.000	-22.670	-21.693
0.000	-22.490	-21.861
0.000	-20.400	-21.402
0.000	-21.570	-22.170
0.000	-22.470	-21.462
0.000	-22.280	-21.724
0.000	-20.590	-21.587
0.000	-21.060	-21.619
0.000	-22.550	-21.556
0.000	-22.190	-21.635
0.000	-20.400	-21.408
0.000	-21.070	-21.621
0.000	-22.250	-21.256
0.000	-21.870	-21.350
0.000	-20.510	-21.483
0.000	-21.400	-21.865
0.000	-22.550	-21.571
0.000	-22.250	-21.803
0.000	-21.000	-21.943
0.000	-21.110	-21.567
0.000	-22.990	-22.042
0.000	-22.450	-21.966
0.000	-20.800	-21.770
0.000	-21.210	-21.710
0.000	-22.470	-21.525
0.000	-21.890	-21.422
0.000	-20.700	-21.632
0.000	-21.020	-21.476
0.000	-22.780	-21.834
0.000	-22.440	-21.948
0.000	-20.800	-21.751
0.000	-21.350	-21.847
0.000	-22.580	-21.641
0.000	-21.920	-21.462
0.000	-20.970	-21.884
0.000	-21.380	-21.800
0.000	-22.860	-21.945
0.000	-22.180	-21.771
0.000	-20.660	-21.602
0.000	-21.420	-21.815
0.000	-23.150	-22.158
0.000	-22.180	-21.796
0.000	-20.830	-21.853
0.000	-21.500	-21.868
0.000	-23.390	-22.318
0.000	-22.280	-21.918
0.000	-20.770	-21.890
0.000	-21.600	-21.949
0.000	-23.110	-21.970
0.000	-22.560	-22.198
0.000	-20.770	-21.927
0.000	-21.570	-21.947
0.000	-22.850	-21.701
0.000	-22.500	-22.114
0.000	-21.080	-22.195
0.000	-21.760	-22.139
0.000	-23.280	-22.161
0.000	-22.100	-21.761
0.000	-20.610	-21.773
0.000	-21.470	-21.797
0.000	-22.600	-21.456
0.000	-22.080	-21.764
0.000	-20.400	-21.543
0.000	-21.740	-22.023
0.000	-23.090	-21.906
0.000	-22.280	-22.009
0.000	-21.000	-22.170
0.000	-22.050	-22.285
0.000	-23.400	-22.218
0.000	-22.470	-22.251
0.000	-20.840	-22.046
0.000	-21.540	-21.788
0.000	-22.700	-21.532
0.000	-22.290	-22.029
0.000	-20.680	-21.826
0.000	-21.620	-21.887
0.000	-22.990	-21.839
0.000	-22.710	-22.402
0.000	-21.450	-22.539
0.000	-22.290	-22.579
0.000	-23.460	-22.387
0.000	-22.250	-22.017
0.000	-20.870	-21.978
0.000	-21.830	-22.051
0.000	-23.150	-22.037
0.000	-21.970	-21.782
0.000	-21.140	-22.235
0.000	-22.450	-22.555
0.000	-23.530	-22.419
0.000	-22.770	-22.671
0.000	-21.300	-22.412
0.000	-21.870	-22.014
0.000	-23.340	-22.244
0.000	-22.620	-22.446
0.000	-20.790	-21.916
0.000	-21.730	-21.943
0.000	-22.790	-21.684
0.000	-21.870	-21.684
0.000	-20.940	-22.015
0.000	-21.950	-22.092
0.000	-23.320	-22.228
0.000	-22.350	-22.206
0.000	-21.450	-22.514
0.000	-22.370	-22.481
0.000	-23.290	-22.254
0.000	-22.370	-22.287
0.000	-21.130	-22.169
0.000	-21.670	-21.788
0.000	-23.470	-22.413
0.000	-22.190	-22.055
0.000	-20.780	-21.883
0.000	-21.980	-22.105
0.000	-23.690	-22.526
0.000	-22.350	-22.220
0.000	-21.120	-22.310
0.000	-22.290	-22.399
0.000	-23.260	-22.083
0.000	-22.590	-22.480
0.000	-20.770	-21.965
0.000	-22.040	-22.173
0.000	-23.360	-22.142
0.000	-22.370	-22.235
0.000	-20.900	-22.128
0.000	-22.280	-22.398
0.000	-23.940	-22.654
0.000	-22.680	-22.552
0.000	-21.570	-22.850
0.000	-22.570	-22.683
0.000	-23.590	-22.345
0.000	-22.420	-22.343
0.000	-21.240	-22.480
0.000	-22.400	-22.460
0.000	-23.510	-22.282
0.000	-22.150	-22.128
0.000	-20.940	-22.182
0.000	-22.690	-22.653
0.000	-23.950	-22.659
0.000	-22.890	-22.917
0.000	-21.770	-23.036
0.000	-22.950	-22.912
0.000	-23.970	-22.727
0.000	-22.390	-22.481
0.000	-21.670	-22.901
0.000	-22.200	-22.127
0.000	-23.350	-22.183
0.000	-22.130	-22.208
0.000	-21.050	-22.211
0.000	-22.420	-22.319
0.000	-23.510	-22.340
0.000	-22.470	-22.561
0.000	-21.720	-22.841
0.000	-22.900	-22.778
0.000	-24.190	-23.056
0.000	-22.850	-22.967
0.000	-21.460	-22.629
0.000	-22.440	-22.367
0.000	-23.500	-22.357
0.000	-22.140	-22.232
0.000	-21.120	-22.268
0.000	-22.840	-22.697
0.000	-23.870	-22.686
0.000	-22.530	-22.685
0.000	-21.580	-22.758
0.000	-22.980	-22.803
0.000	-23.940	-22.762
0.000	-22.450	-22.653
0.000	-21.440	-22.630
0.000	-22.700	-22.498
0.000	-23.440	-22.281
0.000	-22.340	-22.550
0.000	-21.670	-22.781
0.000	-23.150	-22.896
0.000	-23.700	-22.611
0.000	-22.500	-22.779
0.000	-21.920	-22.969
0.000	-22.950	-22.666
0.000	-23.850	-22.824
0.000	-22.450	-22.742
0.000	-21.760	-22.779
0.000	-22.710	-22.433
0.000	-23.400	-22.424
0.000	-21.950	-22.255
0.000	-21.040	-22.038
0.000	-22.730	-22.399
0.000	-23.630	-22.591
0.000	-22.270	-22.597
0.000	-21.890	-22.895
0.000	-22.520	-22.216
0.000	-23.410	-22.454
0.000	-22.150	-22.442
0.000	-21.390	-22.344
0.000	-22.740	-22.440
0.000	-23.720	-22.740
0.000	-21.870	-22.200
0.000	-21.180	-22.202
0.000	-22.890	-22.521
0.000	-23.690	-22.632
0.000	-22.490	-22.842
0.000	-21.410	-22.482
0.000	-22.680	-22.363
0.000	-23.690	-22.606
0.000	-22.430	-22.719
0.000	-21.580	-22.661
0.000	-23.090	-22.791
0.000	-23.800	-22.712
0.000	-21.970	-22.317
0.000	-21.460	-22.563
0.000	-22.920	-22.545
0.000	-24.050	-22.911
0.000	-22.520	-22.874
0.000	-21.630	-22.786
0.000	-22.660	-22.349
0.000	-23.510	-22.384
0.000	-22.010	-22.326
0.000	-21.320	-22.444
0.000	-22.700	-22.377
0.000	-23.690	-22.553
0.000	-22.200	-22.513
0.000	-21.470	-22.606
0.000	-22.750	-22.441
0.000	-23.750	-22.610
0.000	-22.600	-22.870
0.000	-21.630	-22.760
0.000	-23.150	-22.881
0.000	-23.810	-22.685
0.000	-22.560	-22.831
0.000	-21.650	-22.769
0.000	-22.860	-22.611
0.000	-23.780	-22.669
0.000	-22.110	-22.378
0.000	-21.580	-22.690
0.000	-23.490	-23.152
0.000	-23.960	-22.836
0.000	-22.790	-23.134
0.000	-22.040	-23.137
0.000	-23.570	-23.214
0.000	-23.980	-22.905
0.000	-22.530	-22.919
0.000	-21.270	-22.390
0.000	-23.030	-22.658
0.000	-23.400	-22.288
0.000	-22.050	-22.448
0.000	-21.990	-23.033
0.000	-23.320	-22.875
0.000	-23.850	-22.831
0.000	-22.220	-22.692
0.000	-22.040	-23.033
0.000	-23.590	-23.070
0.000	-23.820	-22.852
0.000	-22.300	-22.855
0.000	-21.590	-22.573
0.000	-23.330	-22.767
0.000	-23.800	-22.803
0.000	-22.190	-22.769
0.000	-21.780	-22.774
0.000	-23.280	-22.692
0.000	-23.900	-22.900
0.000	-22.290	-22.876
0.000	-21.970	-22.959
0.000	-23.840	-23.209
0.000	-24.110	-23.112
0.000	-22.180	-22.860
0.000	-21.730	-22.757
0.000	-23.190	-22.522
0.000	-23.870	-22.837
0.000	-22.290	-22.937
0.000	-21.660	-22.705
0.000	-23.200	-22.574
0.000	-23.980	-22.915
0.000	-22.420	-23.016
0.000	-22.010	-23.063
0.000	-23.370	-22.788
0.000	-23.830	-22.800
0.000	-22.250	-22.833
0.000	-21.860	-22.881
0.000	-23.170	-22.604
0.000	-23.670	-22.670
0.000	-22.600	-23.121
0.000	-21.700	-22.694
0.000	-23.720	-23.193
0.000	-24.050	-23.029
0.000	-22.150	-22.721
0.000	-22.050	-23.067
0.000	-23.360	-22.781
0.000	-23.770	-22.781
0.000	-22.240	-22.820
0.000	-21.420	-22.437
0.000	-23.540	-22.945
0.000	-23.520	-22.498
0.000	-21.970	-22.601
0.000	-22.050	-23.023
0.000	-23.340	-22.693
15.005	-23.660	-22.720
15.010	-22.100	-22.750
15.015	-21.670	-22.613
15.020	-23.310	-22.661
15.025	-23.840	-22.878
15.030	-21.860	-22.528
15.035	-22.220	-23.152
15.040	-23.270	-22.589
15.045	-23.400	-22.532
15.050	-22.120	-22.791
15.055	-21.500	-22.372
15.060	-23.340	-22.673
15.065	-23.790	-22.880
15.070	-22.270	-22.920
15.075	-21.800	-22.719
15.080	-23.740	-23.072
15.085	-24.000	-23.054
15.090	-22.420	-23.091
15.095	-22.110	-23.054
15.100	-23.790	-23.112
15.105	-23.770	-22.847
15.110	-22.390	-23.076
15.115	-22.360	-23.242
15.120	-23.920	-23.216
15.125	-24.200	-23.317
15.130	-22.600	-23.303
15.135	-22.630	-23.491
15.140	-23.820	-23.128
15.145	-24.060	-23.231
15.150	-22.320	-23.026
15.155	-21.950	-22.809
15.160	-23.650	-22.946
15.165	-23.770	-22.908
15.170	-21.970	-22.701
15.175	-22.250	-23.090
15.180	-23.870	-23.096
15.185	-23.920	-23.087
15.190	-22.000	-22.810
15.195	-22.410	-23.223
15.200	-24.210	-23.339
15.205	-23.980	-23.179
15.210	-22.370	-23.264
15.215	-22.010	-22.835
15.220	-23.380	-22.537
15.225	-23.800	-22.968
15.230	-22.120	-22.937
15.235	-22.170	-22.995
15.240	-23.810	-22.981
15.245	-24.220	-23.365
15.250	-22.580	-23.380
15.255	-22.250	-23.125
15.260	-24.010	-23.220
15.265	-23.760	-22.905
15.270	-22.320	-23.123
15.275	-22.250	-23.087
15.280	-23.670	-22.885
15.285	-23.530	-22.730
15.290	-21.900	-22.704
15.295	-22.300	-23.064
15.300	-23.960	-23.114
15.305	-23.860	-23.101
15.310	-22.700	-23.516
15.315	-22.650	-23.375
15.320	-23.850	-23.071
15.325	-24.040	-23.330
15.330	-22.170	-22.960
15.335	-22.090	-22.836
15.340	-23.530	-22.758
15.345	-23.760	-23.005
15.350	-21.970	-22.743
15.355	-22.240	-22.991
15.360	-24.250	-23.414
15.365	-24.120	-23.342
15.370	-22.240	-23.109
15.375	-22.500	-23.281
15.380	-24.150	-23.259
15.385	-24.120	-23.336
15.390	-22.360	-23.260
15.395	-22.260	-23.067
15.400	-23.480	-22.630
15.405	-23.700	-22.907
15.410	-21.890	-22.734
15.415	-22.240	-23.022
15.420	-23.910	-23.035
15.425	-23.850	-23.066
15.430	-22.470	-23.324
15.435	-22.680	-23.429
15.440	-23.950	-23.113
15.445	-23.500	-22.813
15.450	-21.820	-22.697
15.455	-21.850	-22.553
15.460	-23.710	-22.817
15.465	-23.600	-22.875
15.470	-21.980	-22.873
15.475	-22.350	-23.054
15.480	-23.960	-23.045
15.485	-23.940	-23.226
15.490	-22.540	-23.426
15.495	-22.610	-23.312
15.500	-24.240	-23.357
15.505	-24.100	-23.396
15.510	-22.360	-23.256
15.515	-22.510	-23.226
15.520	-23.840	-22.967
15.525	-23.770	-23.072
15.530	-22.270	-23.129
15.535	-22.900	-23.549
15.540	-24.310	-23.423
15.545	-24.280	-23.631
15.550	-22.480	-23.374
15.555	-22.520	-23.201
15.560	-24.100	-23.218
15.565	-23.970	-23.285
15.570	-22.140	-23.041
15.575	-22.660	-23.337
15.580	-23.850	-22.954
15.585	-23.750	-23.099
15.590	-22.360	-23.232
15.595	-22.850	-23.461
15.600	-24.690	-23.768
15.605	-24.360	-23.732
15.610	-22.620	-23.566
15.615	-23.080	-23.704
15.620	-24.930	-23.943
15.625	-23.990	-23.401
15.630	-22.480	-23.516
15.635	-22.800	-23.382
15.640	-24.150	-23.137
15.645	-24.000	-23.422
15.650	-22.370	-23.371
15.655	-22.590	-23.182
15.660	-24.140	-23.152
15.665	-24.170	-23.550
15.670	-22.440	-23.410
15.675	-22.670	-23.309
15.680	-24.650	-23.654
15.685	-23.900	-23.267
15.690	-21.980	-23.039
15.695	-22.550	-23.189
15.700	-23.950	-22.894
15.705	-23.700	-23.073
15.710	-22.320	-23.344
15.715	-22.590	-23.203
15.720	-24.580	-23.532
15.725	-24.070	-23.439
15.730	-22.510	-23.562
15.735	-22.820	-23.449
15.740	-24.430	-23.387
15.745	-23.840	-23.232
15.750	-22.040	-23.114
15.755	-22.700	-23.298
15.760	-24.040	-22.971
15.765	-23.890	-23.295
15.770	-21.750	-22.838
15.775	-22.780	-23.365
15.780	-24.370	-23.237
15.785	-23.700	-23.140
15.790	-22.650	-23.747
15.795	-22.640	-23.189
15.800	-24.250	-23.197
15.805	-23.800	-23.251
15.810	-21.890	-22.967
15.815	-22.770	-23.308
15.820	-24.000	-22.923
15.825	-23.180	-22.705
15.830	-22.320	-23.361
15.835	-23.090	-23.482
15.840	-24.580	-23.524
15.845	-23.900	-23.522
15.850	-22.070	-23.162
15.855	-23.000	-23.375
15.860	-24.720	-23.584
15.865	-23.680	-23.325
15.870	-21.800	-22.999
15.875	-22.710	-23.072
15.880	-24.220	-23.008
15.885	-23.500	-23.145
15.890	-22.000	-23.207
15.895	-22.770	-23.114
15.900	-23.900	-22.727
15.905	-23.430	-23.100
15.910	-21.790	-22.950
15.915	-22.700	-23.023
15.920	-23.860	-22.716
15.925	-23.310	-23.001
15.930	-21.890	-23.011
15.935	-22.500	-22.813
15.940	-24.150	-23.026
15.945	-23.540	-23.202
15.950	-21.440	-22.604
15.955	-22.770	-23.108
15.960	-23.980	-22.793
15.965	-23.640	-23.292
15.970	-22.180	-23.324
15.975	-22.740	-23.099
15.980	-23.920	-22.820
15.985	-23.220	-22.885
15.990	-21.950	-23.029
15.995	-22.930	-23.227
16.000	-24.240	-23.153
16.005	-23.060	-22.811
16.010	-22.150	-23.228
16.015	-22.740	-22.963
16.020	-24.200	-23.134
16.025	-23.810	-23.547
16.030	-22.040	-23.105
16.035	-22.900	-23.188
16.040	-24.500	-23.410
16.045	-23.420	-23.143
16.050	-22.060	-23.171
16.055	-22.510	-22.812
16.060	-23.990	-22.903
16.065	-23.420	-23.096
16.070	-21.870	-22.951
16.075	-23.200	-23.486
16.080	-24.620	-23.490
16.085	-23.720	-23.442
16.090	-22.210	-23.355
16.095	-23.210	-23.479
16.100	-24.390	-23.251
16.105	-23.630	-23.376
16.110	-22.110	-23.252
16.115	-22.700	-22.985
16.120	-24.530	-23.374
16.125	-23.800	-23.473
16.130	-22.270	-23.425
16.135	-23.380	-23.688
16.140	-24.410	-23.266
16.145	-23.830	-23.537
16.150	-22.270	-23.403
16.155	-23.250	-23.541
16.160	-24.770	-23.616
16.165	-23.450	-23.194
16.170	-22.190	-23.370
16.175	-23.090	-23.329
16.180	-24.490	-23.311
16.185	-23.570	-23.336
16.190	-22.270	-23.441
16.195	-23.440	-23.640
16.200	-24.690	-23.509
16.205	-23.680	-23.501
16.210	-22.490	-23.660
16.215	-23.420	-23.582
16.220	-24.390	-23.255
16.225	-23.230	-23.121
16.230	-21.840	-22.998
16.235	-23.050	-23.143
16.240	-24.210	-23.046
16.245	-23.100	-23.031
16.250	-22.120	-23.266
16.255	-23.260	-23.290
16.260	-24.680	-23.512
16.265	-23.390	-23.369
16.270	-22.330	-23.501
16.275	-23.170	-23.191
16.280	-24.440	-23.287
16.285	-23.270	-23.257
16.290	-21.940	-23.110
16.295	-22.850	-22.883
16.300	-24.210	-23.044
16.305	-23.090	-23.052
16.310	-22.260	-23.394
16.315	-23.590	-23.570
16.320	-24.690	-23.543
16.325	-23.650	-23.674
16.330	-22.540	-23.674
16.335	-23.520	-23.499
16.340	-24.490	-23.384
16.345	-23.240	-23.292
16.350	-21.840	-22.980
16.355	-23.150	-23.102
16.360	-24.400	-23.237
16.365	-23.140	-23.192
16.370	-22.440	-23.573
16.375	-23.250	-23.188
16.380	-24.700	-23.568
16.385	-23.410	-23.458
16.390	-22.240	-23.387
16.395	-23.420	-23.371
16.400	-24.510	-23.364
16.405	-23.390	-23.441
16.410	-21.990	-23.155
16.415	-23.360	-23.313
16.420	-24.460	-23.281
16.425	-23.470	-23.506
16.430	-22.270	-23.437
16.435	-23.540	-23.500
16.440	-24.830	-23.643
16.445	-23.600	-23.633
16.450	-22.400	-23.595
16.455	-23.690	-23.651
16.460	-24.870	-23.665
16.465	-23.500	-23.552
16.470	-22.080	-23.321
16.475	-24.000	-23.909
16.480	-24.710	-23.450
16.485	-23.590	-23.707
16.490	-22.580	-23.814
16.495	-23.670	-23.557
16.500	-25.230	-23.976
16.505	-23.610	-23.716
16.510	-22.350	-23.641
16.515	-23.860	-23.744
16.520	-25.040	-23.732
16.525	-23.290	-23.441
16.530	-22.180	-23.518
16.535	-23.830	-23.650
16.540	-24.400	-23.091
16.545	-23.760	-23.926
16.550	-22.350	-23.618
16.555	-23.950	-23.788
16.560	-25.050	-23.764
16.565	-23.730	-23.891
16.570	-22.560	-23.843
16.575	-24.050	-23.883
16.580	-24.850	-23.586
16.585	-23.150	-23.372
16.590	-22.280	-23.549
16.595	-23.690	-23.450
16.600	-24.850	-23.576
16.605	-23.220	-23.470
16.610	-22.800	-24.034
16.615	-23.790	-23.523
16.620	-24.860	-23.661
16.625	-23.640	-23.885
16.630	-22.590	-23.774
16.635	-23.780	-23.556
16.640	-24.790	-23.624
16.645	-23.370	-23.597
16.650	-22.370	-23.538
16.655	-23.530	-23.323
16.660	-24.320	-23.190
16.665	-23.550	-23.724
16.670	-22.890	-23.942
16.675	-23.890	-23.716
16.680	-24.890	-23.859
16.685	-23.550	-23.724
16.690	-22.320	-23.380
16.695	-23.700	-23.542
16.700	-24.760	-23.682
16.705	-23.280	-23.446
16.710	-22.500	-23.579
16.715	-24.120	-23.910
16.720	-24.440	-23.387
16.725	-23.290	-23.538
16.730	-22.560	-23.586
16.735	-23.940	-23.673
16.740	-25.040	-23.988
16.745	-23.300	-23.583
16.750	-22.350	-23.445
16.755	-23.790	-23.505
16.760	-24.620	-23.521
16.765	-23.290	-23.576
16.770	-22.490	-23.581
16.775	-23.690	-23.412
16.780	-24.850	-23.747
16.785	-23.340	-23.606
16.790	-22.480	-23.595
16.795	-24.160	-23.865
16.800	-24.790	-23.668
16.805	-23.260	-23.587
16.810	-22.920	-24.010
16.815	-23.920	-23.584
16.820	-24.870	-23.802
16.825	-23.200	-23.548
16.830	-22.590	-23.666
16.835	-23.890	-23.535
16.840	-24.760	-23.685
16.845	-23.090	-23.461
16.850	-22.430	-23.517
16.855	-24.240	-23.825
16.860	-24.830	-23.725
16.865	-23.700	-24.101
16.870	-22.630	-23.734
16.875	-24.420	-24.016
16.880	-24.950	-23.837
16.885	-23.570	-23.986
16.890	-22.670	-23.788
16.895	-23.990	-23.600
16.900	-24.790	-23.681
16.905	-22.940	-23.359
16.910	-22.560	-23.670
16.915	-24.240	-23.774
16.920	-25.120	-23.981
16.925	-23.450	-23.915
16.930	-22.930	-24.064
16.935	-24.360	-23.887
16.940	-24.890	-23.780
16.945	-23.140	-23.646
16.950	-22.700	-23.807
16.955	-24.100	-23.587
16.960	-24.870	-23.767
16.965	-23.140	-23.658
16.970	-22.770	-23.863
16.975	-24.720	-24.145
16.980	-25.050	-23.950
16.985	-23.310	-23.921
16.990	-22.790	-23.894
16.995	-24.320	-23.711
17.000	-24.770	-23.686
17.005	-23.000	-23.632
17.010	-22.340	-23.445
17.015	-24.300	-23.651
17.020	-24.640	-23.528
17.025	-23.150	-23.801
17.030	-22.500	-23.606
17.035	-24.170	-23.529
17.040	-24.720	-23.614
17.045	-23.200	-23.826
17.050	-22.780	-23.863
17.055	-24.270	-23.650
17.060	-24.670	-23.612
17.065	-22.990	-23.622
17.070	-22.220	-23.302
17.075	-23.980	-23.363
17.080	-24.430	-23.345
17.085	-22.900	-23.511
17.090	-22.730	-23.774
17.095	-24.020	-23.412
17.100	-24.360	-23.359
17.105	-23.150	-23.733
17.110	-22.440	-23.427
17.115	-24.070	-23.505
17.120	-24.290	-23.322
17.125	-22.750	-23.332
17.130	-21.940	-22.935
17.135	-23.690	-23.125
17.140	-24.300	-23.279
17.145	-22.880	-23.418
17.150	-21.970	-23.012
17.155	-23.900	-23.368
17.160	-24.370	-23.302
17.165	-22.780	-23.315
17.170	-22.390	-23.445
17.175	-23.730	-23.207
17.180	-23.960	-22.951
17.185	-21.890	-22.478
17.190	-22.240	-23.220
17.195	-23.530	-22.899
17.200	-23.860	-22.915
17.205	-22.270	-22.907
17.210	-22.050	-22.981
17.215	-23.560	-22.916
17.220	-24.060	-23.125
17.225	-22.220	-22.875
17.230	-21.690	-22.660
17.235	-23.420	-22.768
17.240	-23.370	-22.426
17.245	-21.540	-22.246
17.250	-21.800	-22.711
17.255	-23.020	-22.299
17.260	-23.330	-22.451
17.265	-21.670	-22.393
17.270	-21.430	-22.311
17.275	-23.520	-22.753
17.280	-23.760	-22.839
17.285	-22.230	-22.988
17.290	-21.640	-22.580
17.295	-23.060	-22.351
17.300	-23.360	-22.437
17.305	-21.570	-22.291
17.310	-21.290	-22.228
17.315	-22.910	-22.192
17.320	-23.200	-22.261
17.325	-21.500	-22.221
17.330	-21.590	-22.504
17.335	-23.160	-22.416
17.340	-23.270	-22.373
17.345	-21.770	-22.512
17.350	-21.190	-22.107
17.355	-22.750	-22.045
17.360	-22.740	-21.850
17.365	-21.350	-22.056
17.370	-20.630	-21.543
17.375	-22.720	-22.015
17.380	-22.870	-21.925
17.385	-21.390	-22.090
17.390	-21.140	-22.072
17.395	-22.520	-21.842
17.400	-22.830	-21.914
17.405	-21.210	-21.884
17.410	-21.170	-22.070
17.415	-22.320	-21.667
17.420	-22.540	-21.680
17.425	-20.870	-21.533
17.430	-20.690	-21.555
17.435	-22.200	-21.538
17.440	-22.410	-21.551
17.445	-21.040	-21.686
17.450	-20.600	-21.462
17.455	-22.340	-21.695
